PITCode,SurveyDate,SurveyYear,FLength,Bin,Season,SampleNum,ScaleFinalAge,Aged,Age,Notes
3DD.00775306DF,3/26/2015,2015,175,170,Spring,15-68211,3:0,Aged,3,
3DD.0077530A4A,4/8/2015,2015,175,170,Spring,,,Unaged,,
3DD.00775150C6,4/15/2015,2015,175,170,Spring,15-68240,2:0,Aged,2,
3DD.00775379C5,4/15/2015,2015,175,170,Spring,,,Unaged,,
3DD.0077537B3D,4/3/2015,2015,176,170,Spring,15-68225,2:0,Aged,2,
3DD.0077538FBB,4/9/2015,2015,176,170,Spring,15-68230,3:0,Aged,3,
384.3B239C9845,3/20/2015,2015,177,170,Spring,,,Unaged,,
3DD.0077529A37,4/1/2015,2015,177,170,Spring,,,Unaged,,
3DD.007752804E,4/6/2015,2015,177,170,Spring,,,Unaged,,
3DD.0077538644,4/8/2015,2015,178,170,Spring,,,Unaged,,
3DD.0077537B2A,4/1/2015,2015,180,180,Spring,,,Unaged,,
3DD.007753898E,4/1/2015,2015,180,180,Spring,,,Unaged,,
3DD.007753421F,4/5/2015,2015,180,180,Spring,15-68226,3:0,Aged,3,
3DD.0077550607,4/25/2015,2015,181,180,Spring,,,Unaged,,
3DD.0077536831,4/13/2015,2015,182,180,Spring,,,Unaged,,
3DD.0077537324,4/21/2015,2015,182,180,Spring,,,Unaged,,
3DD.007752FE49,4/1/2015,2015,183,180,Spring,15-68221,3:0,Aged,3,
3DD.0077533EC2,4/1/2015,2015,183,180,Spring,15-68220,2:0,Aged,2,
3DD.0077536693,4/14/2015,2015,183,180,Spring,,,Unaged,,
3DD.0077514C05,4/12/2015,2015,184,180,Spring,,,Unaged,,
3DD.0077530B9D,3/30/2015,2015,185,180,Spring,,,Unaged,,
3DD.00775391C7,4/19/2015,2015,185,180,Spring,,,Unaged,,
3DD.00775361BF,3/22/2015,2015,187,180,Spring,,,Unaged,,
3DD.007752E7E7,4/7/2015,2015,187,180,Spring,,,Unaged,,
3DD.00775280B0,4/5/2015,2015,194,190,Spring,15-68227,3:0,Aged,3,
3DD.007752DDE0,4/27/2015,2015,194,190,Spring,,,Unaged,,
3DD.007752FDC6,3/27/2015,2015,195,190,Spring,,,Unaged,,
3DD.00775199A0,4/6/2015,2015,197,190,Spring,,,Unaged,,
3DD.00775394A6,4/12/2015,2015,199,190,Spring,15-68236,3:0,Aged,3,
3DD.0077531C77,4/7/2015,2015,200,200,Spring,,,Unaged,,
3DD.0077538E39,3/21/2015,2015,201,200,Spring,,,Unaged,,
384.3B23958521,3/15/2015,2015,205,200,Spring,,,Unaged,,
3DD.00776FD6F1,5/10/2016,2016,80,80,Spring,,,Unaged,,
3DD.00776FF23A,5/10/2016,2016,80,80,Spring,,,Unaged,,
3DD.007770661C,5/10/2016,2016,80,80,Spring,,,Unaged,,
3DD.007770958F,5/15/2016,2016,80,80,Spring,,,Unaged,,
3DD.00776E8B66,5/16/2016,2016,80,80,Spring,,,Unaged,,
3DD.00776F35F9,5/17/2016,2016,80,80,Spring,,,Unaged,,
3DD.00777011CE,5/17/2016,2016,80,80,Spring,,,Unaged,,
3DD.00776EBCA4,5/23/2016,2016,80,80,Spring,,,Unaged,,
3DD.007770812A,4/28/2016,2016,81,80,Spring,,,Unaged,,
3DD.00776FB978,5/4/2016,2016,81,80,Spring,16-69254,1:0,Aged,1,
3DD.007770DA4C,5/10/2016,2016,81,80,Spring,,,Unaged,,
3DD.0077709D65,5/11/2016,2016,81,80,Spring,,,Unaged,,
3DD.00776EA917,5/27/2016,2016,81,80,Spring,,,Unaged,,
3DD.007770F415,4/19/2016,2016,82,80,Spring,,,Unaged,,
3DD.003BCB0204,4/20/2016,2016,82,80,Spring,,,Unaged,,
3DD.00776EBE96,4/28/2016,2016,82,80,Spring,,,Unaged,,
3DD.007770646D,5/11/2016,2016,82,80,Spring,,,Unaged,,
3DD.00776EFF5E,4/17/2016,2016,83,80,Spring,,,Unaged,,
3DD.0077708158,4/26/2016,2016,83,80,Spring,,,Unaged,,
3DD.007770E2F2,5/7/2016,2016,83,80,Spring,,,Unaged,,
3DD.007770E689,5/15/2016,2016,83,80,Spring,,,Unaged,,
3DD.00776FBBB7,5/17/2016,2016,83,80,Spring,,,Unaged,,
3DD.00776FEA88,5/17/2016,2016,83,80,Spring,,,Unaged,,
3DD.0077702CAD,4/19/2016,2016,84,80,Spring,,,Unaged,,
3DD.007770F52A,4/20/2016,2016,84,80,Spring,16-69220,1:0,Aged,1,
3DD.0077701ED4,4/21/2016,2016,84,80,Spring,,,Unaged,,
3DD.00776F744F,4/26/2016,2016,84,80,Spring,,,Unaged,,
3DD.007770FD60,5/7/2016,2016,84,80,Spring,,,Unaged,,
3DD.00776E92CB,5/11/2016,2016,84,80,Spring,,,Unaged,,
3DD.00776FC8B3,5/11/2016,2016,84,80,Spring,,,Unaged,,
3DD.007770C5ED,5/14/2016,2016,84,80,Spring,,,Unaged,,
3DD.00776F032F,5/15/2016,2016,84,80,Spring,,,Unaged,,
3DD.007770418E,5/15/2016,2016,84,80,Spring,,,Unaged,,
3DD.0077708878,5/16/2016,2016,84,80,Spring,,,Unaged,,
3DD.00776E9028,5/22/2016,2016,84,80,Spring,16-69303,1:0,Aged,1,
3DD.00776F3CFD,5/25/2016,2016,84,80,Spring,,,Unaged,,
3DD.007770C7B6,4/27/2016,2016,85,80,Spring,,,Unaged,,
3DD.0077708B39,4/29/2016,2016,85,80,Spring,,,Unaged,,
3DD.00776ECFB8,5/5/2016,2016,85,80,Spring,,,Unaged,,
3DD.00776F2424,5/5/2016,2016,85,80,Spring,,,Unaged,,
3DD.007770693A,5/10/2016,2016,85,80,Spring,,,Unaged,,
3DD.007770D493,5/10/2016,2016,85,80,Spring,,,Unaged,,
3DD.00776FFFD0,5/11/2016,2016,85,80,Spring,,,Unaged,,
3DD.00776EE539,5/14/2016,2016,85,80,Spring,,,Unaged,,
3DD.00776F3260,5/15/2016,2016,85,80,Spring,,,Unaged,,
3DD.00776F6C99,5/20/2016,2016,85,80,Spring,,,Unaged,,
3DD.00776FE31B,5/21/2016,2016,85,80,Spring,,,Unaged,,
3DD.00777083F7,5/24/2016,2016,85,80,Spring,,,Unaged,,
3DD.00776F0558,5/7/2016,2016,86,80,Spring,,,Unaged,,
3DD.00776FE8E5,5/12/2016,2016,86,80,Spring,,,Unaged,,
3DD.007770C893,5/16/2016,2016,86,80,Spring,,,Unaged,,
3DD.00777047C7,5/17/2016,2016,86,80,Spring,,,Unaged,,
3DD.003BCB01E4,4/20/2016,2016,87,80,Spring,,,Unaged,,
3DD.007770290A,4/24/2016,2016,87,80,Spring,,,Unaged,,
3DD.00776E8F77,5/3/2016,2016,87,80,Spring,,,Unaged,,
3DD.0077707BEE,5/6/2016,2016,87,80,Spring,,,Unaged,,
3DD.00776F580C,5/10/2016,2016,87,80,Spring,,,Unaged,,
3DD.0077706FEF,5/10/2016,2016,87,80,Spring,,,Unaged,,
3DD.007770AB08,5/10/2016,2016,87,80,Spring,,,Unaged,,
3DD.007770952E,5/11/2016,2016,87,80,Spring,,,Unaged,,
3DD.00777071A5,5/12/2016,2016,87,80,Spring,,,Unaged,,
3DD.00776F88C2,5/19/2016,2016,87,80,Spring,,,Unaged,,
3DD.00776F4F64,5/25/2016,2016,87,80,Spring,,,Unaged,,
3DD.0077708E56,5/27/2016,2016,87,80,Spring,,,Unaged,,
3DD.00776EF6AA,5/28/2016,2016,87,80,Spring,,,Unaged,,
3DD.007770B3F3,5/28/2016,2016,87,80,Spring,,,Unaged,,
3DD.007770C6DF,4/17/2016,2016,88,80,Spring,,,Unaged,,
3DD.00776EE91D,4/22/2016,2016,88,80,Spring,,,Unaged,,
3DD.00776FA499,4/24/2016,2016,88,80,Spring,,,Unaged,,
3DD.00776EC546,5/11/2016,2016,88,80,Spring,,,Unaged,,
3DD.007770182D,5/11/2016,2016,88,80,Spring,,,Unaged,,
3DD.0077709F1C,5/16/2016,2016,88,80,Spring,,,Unaged,,
3DD.00776F0CA1,5/17/2016,2016,88,80,Spring,,,Unaged,,
3DD.00776E91D6,5/20/2016,2016,88,80,Spring,,,Unaged,,
3DD.00777091F9,5/23/2016,2016,88,80,Spring,,,Unaged,,
3DD.007770A6D5,5/25/2016,2016,88,80,Spring,16-69307,1:0,Aged,1,
3DD.00776EA6A2,5/27/2016,2016,88,80,Spring,,,Unaged,,
3DD.0077703A2B,5/28/2016,2016,88,80,Spring,,,Unaged,,
3DD.00777005A7,4/14/2016,2016,89,80,Spring,,,Unaged,,
3DD.007770C613,4/22/2016,2016,89,80,Spring,,,Unaged,,
3DD.00776FDACD,5/5/2016,2016,89,80,Spring,,,Unaged,,
3DD.00776EBC06,5/6/2016,2016,89,80,Spring,,,Unaged,,
3DD.007770D3C9,5/6/2016,2016,89,80,Spring,,,Unaged,,
3DD.00776FC3B0,5/7/2016,2016,89,80,Spring,,,Unaged,,
3DD.00776F293C,5/10/2016,2016,89,80,Spring,,,Unaged,,
3DD.007770D05D,5/10/2016,2016,89,80,Spring,,,Unaged,,
3DD.007770E9F4,5/10/2016,2016,89,80,Spring,16-69275,1:0,Aged,1,
3DD.00776F02C4,5/11/2016,2016,89,80,Spring,,,Unaged,,
3DD.007770D62B,5/16/2016,2016,89,80,Spring,,,Unaged,,
3DD.0077707BF1,5/22/2016,2016,89,80,Spring,,,Unaged,,
3DD.00776F971E,4/21/2016,2016,90,90,Spring,,,Unaged,,
3DD.007770DAFD,4/22/2016,2016,90,90,Spring,,,Unaged,,
3DD.00777069FC,5/5/2016,2016,90,90,Spring,,,Unaged,,
3DD.007770F423,5/5/2016,2016,90,90,Spring,16-69255,1:0,Aged,1,
3DD.00776EF32D,5/6/2016,2016,90,90,Spring,,,Unaged,,
3DD.007770F987,5/6/2016,2016,90,90,Spring,,,Unaged,,
3DD.007770FBC9,5/10/2016,2016,90,90,Spring,,,Unaged,,
3DD.00776FBC4A,5/11/2016,2016,90,90,Spring,,,Unaged,,
3DD.007770911C,5/14/2016,2016,90,90,Spring,,,Unaged,,
3DD.00776F1AB5,5/22/2016,2016,90,90,Spring,,,Unaged,,
3DD.0077704632,4/21/2016,2016,91,90,Spring,,,Unaged,,
3DD.00777089B2,4/21/2016,2016,91,90,Spring,16-69228,1:0,Aged,1,
3DD.0077704C53,4/23/2016,2016,91,90,Spring,,,Unaged,,
3DD.00777080FF,4/27/2016,2016,91,90,Spring,,,Unaged,,
3DD.007770E06C,4/29/2016,2016,91,90,Spring,16-69249,1:0,Aged,1,
3DD.007770C273,5/5/2016,2016,91,90,Spring,,,Unaged,,
3DD.00777027AC,5/6/2016,2016,91,90,Spring,,,Unaged,,
3DD.007770398F,5/11/2016,2016,91,90,Spring,16-69278,1:0,Aged,1,
3DD.00776EE7C1,5/16/2016,2016,91,90,Spring,16-69291,1:0,Aged,1,
3DD.0077708B1C,5/16/2016,2016,91,90,Spring,,,Unaged,,
3DD.007770DA3D,5/20/2016,2016,91,90,Spring,,,Unaged,,
3DD.00776FAA45,5/21/2016,2016,91,90,Spring,16-69302,1:0,Aged,1,
3DD.00776F3DB5,5/27/2016,2016,91,90,Spring,,,Unaged,,
3DD.00776E8CC1,4/19/2016,2016,92,90,Spring,16-69216,1:0,Aged,1,
3DD.00776F0ED5,4/28/2016,2016,92,90,Spring,,,Unaged,,
3DD.0077704C37,4/30/2016,2016,92,90,Spring,,,Unaged,,
3DD.0077706D30,4/30/2016,2016,92,90,Spring,,,Unaged,,
3DD.00776ECB31,5/5/2016,2016,92,90,Spring,,,Unaged,,
3DD.0077706AC0,5/7/2016,2016,92,90,Spring,,,Unaged,,
3DD.00776E9561,5/9/2016,2016,92,90,Spring,,,Unaged,,
3DD.007770F37C,5/12/2016,2016,92,90,Spring,,,Unaged,,
3DD.007770E924,5/14/2016,2016,92,90,Spring,,,Unaged,,
3DD.0077701EC9,5/21/2016,2016,92,90,Spring,,,Unaged,,
3DD.00776E9095,5/28/2016,2016,92,90,Spring,,,Unaged,,
3DD.0077707C68,3/22/2016,2016,93,90,Spring,,,Unaged,,
3DD.00776ED92E,4/18/2016,2016,93,90,Spring,,,Unaged,,
3DD.007770B13B,4/22/2016,2016,93,90,Spring,,,Unaged,,
3DD.00776FF89D,5/1/2016,2016,93,90,Spring,,,Unaged,,
3DD.00776EFF66,5/3/2016,2016,93,90,Spring,,,Unaged,,
3DD.007770693D,5/15/2016,2016,93,90,Spring,,,Unaged,,
3DD.007770C1B3,5/15/2016,2016,93,90,Spring,16-69286,1:0,Aged,1,
3DD.00776EE540,4/22/2016,2016,94,90,Spring,,,Unaged,,
3DD.00776FB55C,5/2/2016,2016,94,90,Spring,,,Unaged,,
3DD.0077702EE8,5/6/2016,2016,94,90,Spring,,,Unaged,,
3DD.00777043CD,5/6/2016,2016,94,90,Spring,,,Unaged,,
3DD.007770735A,5/7/2016,2016,94,90,Spring,,,Unaged,,
3DD.0077701315,5/11/2016,2016,94,90,Spring,,,Unaged,,
3DD.007770A9DC,5/14/2016,2016,94,90,Spring,16-69282,1:0,Aged,1,
3DD.00776FF896,5/15/2016,2016,94,90,Spring,,,Unaged,,
3DD.00776EBD40,5/16/2016,2016,94,90,Spring,,,Unaged,,
3DD.00777034F4,5/17/2016,2016,94,90,Spring,16-69294,1:0,Aged,1,
3DD.007770F3FB,5/17/2016,2016,94,90,Spring,,,Unaged,,
3DD.00776FACFF,5/20/2016,2016,94,90,Spring,,,Unaged,,
3DD.00776FEA95,5/21/2016,2016,94,90,Spring,,,Unaged,,
3DD.00776E84BF,5/25/2016,2016,94,90,Spring,,,Unaged,,
3DD.00776FE49B,5/26/2016,2016,94,90,Spring,,,Unaged,,
3DD.00776FC8B2,5/27/2016,2016,94,90,Spring,16-69310,1:0,Aged,1,
3DD.00776FE25A,4/8/2016,2016,95,90,Spring,,,Unaged,,
3DD.00776FC8DA,4/20/2016,2016,95,90,Spring,,,Unaged,,
3DD.00776F380C,4/30/2016,2016,95,90,Spring,,,Unaged,,
3DD.0077700377,4/30/2016,2016,95,90,Spring,,,Unaged,,
3DD.00777083C4,5/2/2016,2016,95,90,Spring,,,Unaged,,
3DD.007770840D,5/5/2016,2016,95,90,Spring,,,Unaged,,
3DD.00776FFC88,5/7/2016,2016,95,90,Spring,,,Unaged,,
3DD.0077704675,5/10/2016,2016,95,90,Spring,,,Unaged,,
3DD.00777052A7,5/10/2016,2016,95,90,Spring,,,Unaged,,
3DD.007770E840,5/10/2016,2016,95,90,Spring,,,Unaged,,
3DD.00776EB21B,5/12/2016,2016,95,90,Spring,,,Unaged,,
3DD.007770982E,5/12/2016,2016,95,90,Spring,16-69281,1:0,Aged,1,
3DD.0077709D5F,5/14/2016,2016,95,90,Spring,,,Unaged,,
3DD.007770D716,5/15/2016,2016,95,90,Spring,,,Unaged,,
3DD.00776EDC38,5/17/2016,2016,95,90,Spring,,,Unaged,,
3DD.00776FD854,5/18/2016,2016,95,90,Spring,,,Unaged,,
3DD.00776FAD3F,5/20/2016,2016,95,90,Spring,16-69301,1:0,Aged,1,
3DD.00776FB3AC,5/23/2016,2016,95,90,Spring,16-69304,1:0,Aged,1,
3DD.0077703D16,5/23/2016,2016,95,90,Spring,,,Unaged,,
3DD.00776F0231,5/28/2016,2016,95,90,Spring,16-69312,1:0,Aged,1,
3DD.0077701E2B,5/28/2016,2016,95,90,Spring,16-69311,1:0,Aged,1,
3DD.007770DCBD,2/25/2016,2016,96,90,Spring,,,Unaged,,
3DD.0077706AA2,4/21/2016,2016,96,90,Spring,,,Unaged,,
3DD.0077708E6A,5/5/2016,2016,96,90,Spring,,,Unaged,,
3DD.007770F25E,5/5/2016,2016,96,90,Spring,,,Unaged,,
3DD.00776F1222,5/6/2016,2016,96,90,Spring,,,Unaged,,
3DD.00776FCE76,5/6/2016,2016,96,90,Spring,,,Unaged,,
3DD.00777043A1,5/6/2016,2016,96,90,Spring,,,Unaged,,
3DD.0077702EAD,5/7/2016,2016,96,90,Spring,,,Unaged,,
3DD.00776EE708,5/14/2016,2016,96,90,Spring,,,Unaged,,
3DD.00776FF4DF,5/15/2016,2016,96,90,Spring,,,Unaged,,
3DD.00777052B3,5/17/2016,2016,96,90,Spring,16-69296,1:0,Aged,1,
3DD.00776EB524,4/19/2016,2016,97,90,Spring,,,Unaged,,
3DD.007770887C,4/26/2016,2016,97,90,Spring,,,Unaged,,
3DD.00776FD88F,5/5/2016,2016,97,90,Spring,,,Unaged,,
3DD.00776F7065,5/7/2016,2016,97,90,Spring,,,Unaged,,
3DD.0077704928,5/7/2016,2016,97,90,Spring,,,Unaged,,
3DD.00776F4DC3,5/10/2016,2016,97,90,Spring,16-69274,1:0,Aged,1,
3DD.00776E86B5,5/15/2016,2016,97,90,Spring,,,Unaged,,
3DD.007770D3D7,5/16/2016,2016,97,90,Spring,16-69292,1:0,Aged,1,
3DD.0077700AC6,5/17/2016,2016,97,90,Spring,,,Unaged,,
3DD.003BCB01F6,4/20/2016,2016,98,90,Spring,,,Unaged,,
3DD.00777004E9,4/22/2016,2016,98,90,Spring,,,Unaged,,
3DD.00776FE48E,4/23/2016,2016,98,90,Spring,,,Unaged,,
3DD.007770F438,4/24/2016,2016,98,90,Spring,,,Unaged,,
3DD.00776FAE5A,5/5/2016,2016,98,90,Spring,,,Unaged,,
3DD.00776FFC3F,5/5/2016,2016,98,90,Spring,,,Unaged,,
3DD.0077700CF1,5/7/2016,2016,98,90,Spring,,,Unaged,,
3DD.007770132F,5/15/2016,2016,98,90,Spring,,,Unaged,,
3DD.00777025FA,5/16/2016,2016,98,90,Spring,,,Unaged,,
3DD.00776E85F7,5/25/2016,2016,98,90,Spring,,,Unaged,,
3DD.00776ECE98,4/24/2016,2016,99,90,Spring,,,Unaged,,
3DD.007770AAF9,4/24/2016,2016,99,90,Spring,,,Unaged,,
3DD.00776FFFC4,4/25/2016,2016,99,90,Spring,,,Unaged,,
3DD.00776F8958,4/27/2016,2016,99,90,Spring,,,Unaged,,
3DD.00776F2AF8,5/7/2016,2016,99,90,Spring,,,Unaged,,
3DD.00776F35EE,5/10/2016,2016,99,90,Spring,,,Unaged,,
3DD.0077701AC6,5/10/2016,2016,99,90,Spring,,,Unaged,,
3DD.00777076D4,5/11/2016,2016,99,90,Spring,,,Unaged,,
3DD.007770C6DC,5/14/2016,2016,99,90,Spring,,,Unaged,,
3DD.00776FE7BA,5/21/2016,2016,99,90,Spring,,,Unaged,,
3DD.007770E098,5/27/2016,2016,99,90,Spring,,,Unaged,,
3DD.00776F0ED7,5/28/2016,2016,99,90,Spring,,,Unaged,,
3DD.00776F5D6E,4/9/2016,2016,100,100,Spring,16-69207,1:0,Aged,1,
3DD.00776ED89E,4/14/2016,2016,100,100,Spring,16-69210,1:0,Aged,1,
3DD.003BCB01E9,4/20/2016,2016,100,100,Spring,,,Unaged,,
3DD.00776F3B05,4/21/2016,2016,100,100,Spring,,,Unaged,,
3DD.00777027B0,4/21/2016,2016,100,100,Spring,,,Unaged,,
3DD.00776EDEB9,4/29/2016,2016,100,100,Spring,,,Unaged,,
3DD.00776ECD3F,5/1/2016,2016,100,100,Spring,,,Unaged,,
3DD.0077703DF0,5/1/2016,2016,100,100,Spring,16-69251,1:0,Aged,1,
3DD.007770D536,5/6/2016,2016,100,100,Spring,,,Unaged,,
3DD.00776FF6B2,5/8/2016,2016,100,100,Spring,,,Unaged,,
3DD.00776EB3C9,5/9/2016,2016,100,100,Spring,,,Unaged,,
3DD.0077700CE3,5/9/2016,2016,100,100,Spring,,,Unaged,,
3DD.00777098E4,5/10/2016,2016,100,100,Spring,16-69272,1:0,Aged,1,
3DD.0077702992,5/15/2016,2016,100,100,Spring,,,Unaged,,
3DD.00776FE926,5/16/2016,2016,100,100,Spring,,,Unaged,,
3DD.007770A70A,5/20/2016,2016,100,100,Spring,16-69300,1:0,Aged,1,
3DD.0077700A70,5/28/2016,2016,100,100,Spring,,,Unaged,,
3DD.00776F4C53,4/16/2016,2016,101,100,Spring,,,Unaged,,
3DD.0077705048,4/19/2016,2016,101,100,Spring,,,Unaged,,
3DD.00776E993C,4/24/2016,2016,101,100,Spring,,,Unaged,,
3DD.0077700371,5/1/2016,2016,101,100,Spring,,,Unaged,,
3DD.007770AD38,5/1/2016,2016,101,100,Spring,,,Unaged,,
3DD.00776F49A5,5/5/2016,2016,101,100,Spring,,,Unaged,,
3DD.00776F304A,5/10/2016,2016,101,100,Spring,,,Unaged,,
3DD.00777003A4,5/11/2016,2016,101,100,Spring,16-69280,1:0,Aged,1,
3DD.007770A709,5/11/2016,2016,101,100,Spring,,,Unaged,,
3DD.00776F3CE2,5/14/2016,2016,101,100,Spring,,,Unaged,,
3DD.00776EA8B0,5/28/2016,2016,101,100,Spring,,,Unaged,,
3DD.00776FAB66,4/22/2016,2016,102,100,Spring,,,Unaged,,
3DD.007770F507,4/27/2016,2016,102,100,Spring,,,Unaged,,
3DD.007770D70F,4/30/2016,2016,102,100,Spring,,,Unaged,,
3DD.007770DDCB,4/30/2016,2016,102,100,Spring,16-69250,1:0,Aged,1,
3DD.0077701870,5/5/2016,2016,102,100,Spring,16-69257,1:0,Aged,1,
3DD.00777052EC,5/7/2016,2016,102,100,Spring,,,Unaged,,
3DD.00776F8DAF,5/10/2016,2016,102,100,Spring,,,Unaged,,
3DD.00776FE11A,5/11/2016,2016,102,100,Spring,,,Unaged,,
3DD.0077703B61,5/14/2016,2016,102,100,Spring,,,Unaged,,
3DD.00777028E1,5/15/2016,2016,102,100,Spring,16-69289,1:0,Aged,1,
3DD.007770A6FF,5/16/2016,2016,102,100,Spring,16-69290,1:0,Aged,1,
3DD.00776EE04A,5/18/2016,2016,102,100,Spring,16-69297,1:0,Aged,1,
3DD.00776FE923,5/18/2016,2016,102,100,Spring,,,Unaged,,
3DD.00776FF240,5/18/2016,2016,102,100,Spring,,,Unaged,,
3DD.00776EB4EB,5/23/2016,2016,102,100,Spring,,,Unaged,,
3DD.00776F2602,4/24/2016,2016,103,100,Spring,,,Unaged,,
3DD.00776F70C6,5/3/2016,2016,103,100,Spring,,,Unaged,,
3DD.00776F5A4F,5/6/2016,2016,103,100,Spring,,,Unaged,,
3DD.00777039F5,5/7/2016,2016,103,100,Spring,,,Unaged,,
3DD.00776ECC63,5/8/2016,2016,103,100,Spring,16-69268,1:0,Aged,1,
3DD.00776EA0E4,5/15/2016,2016,103,100,Spring,,,Unaged,,
3DD.00776FEFE7,5/18/2016,2016,103,100,Spring,,,Unaged,,
3DD.007770DB05,5/20/2016,2016,103,100,Spring,,,Unaged,,
3DD.00776EDCA0,5/24/2016,2016,103,100,Spring,,,Unaged,,
3DD.00776FCAC8,4/22/2016,2016,104,100,Spring,,,Unaged,,
3DD.00776EE0A3,4/25/2016,2016,104,100,Spring,,,Unaged,,
3DD.007763C649,5/6/2016,2016,104,100,Spring,,,Unaged,,
3DD.0077704881,5/9/2016,2016,104,100,Spring,,,Unaged,,
3DD.00776E8948,5/10/2016,2016,104,100,Spring,,,Unaged,,
3DD.007770F16C,5/10/2016,2016,104,100,Spring,,,Unaged,,
3DD.00776E91E8,5/14/2016,2016,104,100,Spring,,,Unaged,,
3DD.0077709936,5/15/2016,2016,104,100,Spring,,,Unaged,,
3DD.00777045C2,5/16/2016,2016,104,100,Spring,,,Unaged,,
3DD.00776F309A,5/17/2016,2016,104,100,Spring,,,Unaged,,
3DD.007770D078,5/18/2016,2016,104,100,Spring,,,Unaged,,
3DD.00776FE527,5/20/2016,2016,104,100,Spring,,,Unaged,,
3DD.003BCB01EA,4/20/2016,2016,105,100,Spring,,,Unaged,,
3DD.00776ED713,4/22/2016,2016,105,100,Spring,,,Unaged,,
3DD.007770671A,5/1/2016,2016,105,100,Spring,,,Unaged,,
3DD.00776FD5E9,5/11/2016,2016,105,100,Spring,,,Unaged,,
3DD.007770BF9C,5/11/2016,2016,105,100,Spring,,,Unaged,,
3DD.0077707E3A,5/14/2016,2016,105,100,Spring,16-69283,1:0,Aged,1,
3DD.007770F697,5/16/2016,2016,105,100,Spring,,,Unaged,,
3DD.00776F07CF,5/17/2016,2016,105,100,Spring,,,Unaged,,
3DD.00776F756B,4/19/2016,2016,106,100,Spring,16-69219,1:0,Aged,1,
3DD.00776E9D12,4/21/2016,2016,106,100,Spring,,,Unaged,,
3DD.00776FF19E,5/25/2016,2016,106,100,Spring,,,Unaged,,
3DD.007770413B,4/24/2016,2016,107,100,Spring,16-69238,1:0,Aged,1,
3DD.0077701AF9,4/28/2016,2016,107,100,Spring,,,Unaged,,
3DD.0077709115,5/14/2016,2016,107,100,Spring,,,Unaged,,
3DD.00776EE04B,5/23/2016,2016,107,100,Spring,,,Unaged,,
3DD.0077703C32,5/6/2016,2016,108,100,Spring,,,Unaged,,
3DD.00776F0AAE,4/24/2016,2016,109,100,Spring,,,Unaged,,
3DD.00776FCBB9,4/27/2016,2016,109,100,Spring,,,Unaged,,
3DD.007770B42F,5/2/2016,2016,109,100,Spring,,,Unaged,,
3DD.00777052A8,5/5/2016,2016,109,100,Spring,16-69256,1:0,Aged,1,
3DD.00776FC2D0,5/20/2016,2016,109,100,Spring,,,Unaged,,
3DD.00776EA97E,5/5/2016,2016,110,110,Spring,,,Unaged,,
3DD.00777035A7,5/5/2016,2016,110,110,Spring,,,Unaged,,
3DD.00776EB187,5/11/2016,2016,110,110,Spring,,,Unaged,,
3DD.007770106A,5/17/2016,2016,110,110,Spring,16-69293,1:0,Aged,1,
3DD.00776E9225,5/27/2016,2016,110,110,Spring,16-69309,1:0,Aged,1,
3DD.00776F9AFE,4/6/2016,2016,111,110,Spring,,,Unaged,,
3DD.00776FF585,4/19/2016,2016,111,110,Spring,,,Unaged,,
3DD.00776F2BA4,5/6/2016,2016,111,110,Spring,16-69261,1:0,Aged,1,
3DD.007770A454,5/10/2016,2016,111,110,Spring,,,Unaged,,
3DD.00776F2AF1,5/11/2016,2016,111,110,Spring,16-69277,1:0,Aged,1,
3DD.00777055F7,5/11/2016,2016,111,110,Spring,16-69279,1:0,Aged,1,
3DD.0077706791,5/19/2016,2016,111,110,Spring,16-69299,1:0,Aged,1,
3DD.00776E3A6F,5/28/2016,2016,111,110,Spring,,,Unaged,,
3DD.003BCB0208,4/20/2016,2016,112,110,Spring,,,Unaged,,
3DD.007770031C,4/23/2016,2016,112,110,Spring,,,Unaged,,
3DD.00776FEA97,5/9/2016,2016,112,110,Spring,16-69269,1:0,Aged,1,
3DD.00777034CA,5/17/2016,2016,112,110,Spring,,,Unaged,,
3DD.007770D4AB,5/18/2016,2016,112,110,Spring,,,Unaged,,
3DD.00776FFFC6,5/20/2016,2016,112,110,Spring,,,Unaged,,
3DD.00776F9ED2,5/23/2016,2016,112,110,Spring,,,Unaged,,
3DD.00776FD884,4/20/2016,2016,113,110,Spring,,,Unaged,,
3DD.00776FEA96,4/22/2016,2016,113,110,Spring,16-69230,2:0,Aged,2,
3DD.007770CD98,4/24/2016,2016,113,110,Spring,,,Unaged,,
3DD.00776F0CBB,5/5/2016,2016,113,110,Spring,,,Unaged,,
3DD.00776FDDE6,5/7/2016,2016,113,110,Spring,,,Unaged,,
3DD.00776EFBAF,5/15/2016,2016,113,110,Spring,16-69287,1:0,Aged,1,
3DD.007770E921,5/18/2016,2016,113,110,Spring,,,Unaged,,
3DD.007770AD25,5/1/2016,2016,114,110,Spring,,,Unaged,,
3DD.00776F01C4,5/3/2016,2016,114,110,Spring,,,Unaged,,
3DD.0077709C4E,5/5/2016,2016,114,110,Spring,,,Unaged,,
3DD.00777078EE,5/15/2016,2016,114,110,Spring,,,Unaged,,
3DD.00776FD599,5/16/2016,2016,114,110,Spring,,,Unaged,,
3DD.00777003A9,5/18/2016,2016,114,110,Spring,,,Unaged,,
3DD.007770EC0D,5/20/2016,2016,114,110,Spring,,,Unaged,,
